Symbol,ISIN,Name,Company Description
INDY.MY,MYL1961OO001,Ioi,"IOI CORPORATION BERHAD (IOI) IS ENGAGED IN CULTIVATION OF OIL PALM AND PROCESSING OF PALM OIL. IT OPERATES IN FIVE SEGMENTS: PLANTATION, WHICH IS ENGAGED IN CULTIVATION OF OIL PALM AND RUBBER AND PROCESSING OF PALM OIL; PROPERTY DEVELOPMENT, WHICH IS ENGAGED IN THE DEVELOPMENT OF PROPERTIES; PROPERTY INVESTMENT, WHICH IS ENGAGED IN INVESTMENT IN SHOPPING MALL, OFFICE COMPLEX AND OTHERS; RESOURCE-BASED MANUFACTURING, AND PALM KERNEL CRUSHING. EFFECTIVE SEPTEMBER 30, 2013, IOI CORP BHD ACQUIRED IOI PLANTATION SDN BHD. IN OCTOBER 2013, IOI CORPORATION BERHAD ANNOUNCED THAT IOI PLANTATION SDN BHD ACQUIRED 39.55% INTEREST IN UNICO-DESA PLANTATION BERHAD. IN OCTOBER 2013, THE COMPANY ANNOUNCED THAT IOI PROPERTIES BERHAD, A 99.8% OWNED SUBSIDIARY OF THE COMPANY ACQUIRED 100% INTEREST IN IOI PRIMA PROPERTY SDN BHD."
UPM.FI,FI0009005987,Upm-Kymmene,"UPM-KYMMENE CORPORATION IS A FINLAND-BASED PAPER AND FOREST PRODUCTS COMPANY. THE COMPANY OPERATES, ALONG WITH ITS SUBSIDIARIES, IN THREE SEGMENTS: THE ENERGY AND PULP SEGMENT IS DIVIDED INTO THREE UNITS: ENERGY, WHICH INCLUDES THE COMPANY'S HYDROPOWER PLANT AND SHARES IN ENERGY COMPANIES; PULP, WHICH INCLUDES THE COMPANY'S PULP MILLS, AND FOSTER AND TIMBER, WHICH INCLUDES FORESTS, WOOD PROCUREMENT, SAWMILLS AND FURTHER PROCESSING; THE PAPER SEGMENT INCLUDES THE COMPANY'S PAPER MILLS, PRODUCING MAGAZINE PAPER, NEWSPRINT, FINE PAPERS, AND SPECIALTY PAPERS, AND THE ENGINEERED MATERIALS SEGMENT IS STRUCTURED INTO TWO UNITS: LABEL, WHICH INCLUDES LABEL-STOCK FACTORIES AND SLITTING, AND DISTRIBUTION TERMINALS, AND PLYWOOD, WHICH INCLUDES PLYWOOD MILLS. THE COMPANY'S OTHER OPERATIONS INCLUDE THE WOOD PLASTIC COMPOSITE UNIT, DEVELOPMENT UNITS AND LOGISTIC SERVICES. ON OCTOBER 2, 2013, IT COMPLETED THE SA"
ARC.MX,MX01AC100006,Ac,"ARCA CONTINENTAL SAB DE CV, FORMERLY EMBOTELLADORAS ARCA SAB DE CV, IS A MEXICO-BASED COMPANY PRIMARILY ENGAGED IN THE PRODUCTION, DISTRIBUTION AND SALE OF SOFT DRINKS UNDER BRANDS OWNED BY THE COCA-COLA COMPANY. THE COMPANY SERVES THE MEXICAN STATES OF AGUASCALIENTES, COLIMA, DURANGO, JALISCO, SAN LUIS POTOSI, TAMAULIPAS, NUEVO LEON, COAHUILA, CHIHUAHUA, SONORA, SINALOA, ZACATECA, BAJA CALIFORNIA AND BAJA CALIFORNIA SUR, AS WELL AS IN ARGENTINA AND ECUADOR. THE COMPANY ALSO DISTRIBUTES SALTY SNACKS UNDER THE BRAND BOKADOS. THE COMPANY HAS A NUMBER OF SUBSIDIARIES, INCLUDING: FORMOSA REFRESCOS SA, ARCA ECUADOR SA, DISTRIBUIDORA DICO SA AND CONGASEOSAS SA, AMONG OTHERS."
PGIL.GB,JE00B5WLXH36,Polyus Gold Intl.,"POLYUS GOLD INTERNATIONAL LIMITED (POLYUS) IS A GOLD PRODUCER IN RUSSIA. THE COMPANY DEVELOPS AND MINES HARDROCK GOLD AND ALLUVIAL GOLD DEPOSITS, WITH ITS PRINCIPAL DEPOSITS IN THE KRASNOYARSK, IRKUTSK, MAGADAN AND REPUBLIC OF SAKHA (YAKUTIA) REGIONS OF RUSSIA. THE COMPANY'S SEVEN SEGMENTS INCLUDE KRASNOYARSK BUSINESS UNIT, IRKUTSK ALLUVIAL BUSINESS UNIT, IRKUTSK ORE BUSINESS UNIT, YAKUTIA KURANAKH BUSINESS UNIT, MAGADAN BUSINESS UNIT, EXPLORATION BUSINESS UNIT AND CAPITAL CONSTRUCTION UNIT. KRASNOYARSK REGION IS ENGAGED IN THE EXTRACTION, REFINING AND SALES OF GOLD FROM THE OLIMPIADA, BLAGODATNOYE AND TITIMUKHTA MINES. THE IRKUTSK ALLUVIAL BUSINESS UNIT CONSISTS ITS OPERATIONS AT THE ALLUVIAL DEPOSITS. THE YAKUTIA KURANAKH BUSINESS UNIT CONSISTS ITS OPERATIONS AT THE KURANAKH DEPOSIT. THE IRKUTSK ORE BUSINESS UNIT CONSISTS OF THE COMPANY'S OPERATIONS AT THE ZAPADNOYE MINE AND THE VERNINSKOYE DEPO"
O2DX.DE,DE000A1J5RX9,Telefonica Dtl. (Xet) Hldg.,"TELEFONICA DEUTSCHLAND HOLDING AG IS A GERMANY-BASED HOLDING COMPANY ENGAGED IN THE TELECOMMUNICATION INDUSTRY. THE COMPANY OFFERS MOBILE AND FIXED-LINE SERVICES PROVIDING VOICE, DATA AND OTHER SERVICES TO RETAIL AND BUSINESS CUSTOMERS. IT ALSO ACTS AS A WHOLESALE PROVIDER, OFFERING ACCESS TO ITS INFRASTRUCTURE AND SERVICE CAPABILITIES TO ITS WHOLESALE PARTNERS. IT MARKETS ITS PRODUCTS UNDER A MULTI-BRAND STRATEGY. ITS BRAND PORTFOLIO INCLUDES O2, FONIC, NETZCLUB, TCHIBO MOBIL AND TUERK TELEKOM MOBILE. THE COMPANY TARGETS SMALL OFFICES/HOME OFFICES (SOHO) AND SMALL/MEDIUM ENTERPRISE BUSINESS CUSTOMERS THROUGH ITS O2 BRAND, WHEREAS TELEFONICA MULTINATIONAL SOLUTIONS BRAND FOCUSES ON NATIONAL COMPANIES AND MULTINATIONAL CORPORATIONS. THROUGH ITS WHOLESALE SERVICE BUSINESS, THE COMPANY OFFERS MOBILE AND FIXED-LINE SERVICES. THE COMPANY IS PART OF TELEFONICA SA'S GROUP. IN SEPTEMBER 2013, THE COMPANY "
OOI.KR,KR7053000006,Woorifinance Holdings,"WOORI FINANCE HOLDINGS CO., LTD. IS A KOREA-BASED FINANCIAL HOLDING COMPANY ENGAGED IN THE MANAGEMENT OF ITS SUBSIDIARIES. THROUGH ITS SUBSIDIARIES AND AFFILIATED COMPANIES, IT OPERATES IN SIX BUSINESS DIVISIONS. ITS BANKING DIVISION ENGAGES IN THE PROVISION OF DEPOSITS, LOANS, CARDS, FUNDS, FOREIGN EXCHANGE AND TRADING FINANCE PRODUCTS AND SERVICES. ITS FINANCIAL INVESTMENT DIVISION ENGAGES IN THE PROVISION OF SECURITIES BROKERAGE SERVICES, ASSET MANAGEMENT AND OTHERS. ITS INSURANCE DIVISION ENGAGES IN LIFE INSURANCES AND OTHERS. ITS CONSUMER FINANCING DIVISION ENGAGES IN THE CREDIT FINANCING, INSTALLMENT FINANCING AND OTHERS. ITS INVESTMENT DIVISION ENGAGES IN THE DEALING WITH NON-PERFORMING LOANS (NPLS), CORPORATE RESTRUCTURING, INVESTMENT CONSULTING, PRIVATE EQUITY FUND (PEF) SERVICES AND OTHERS. ITS OTHER DIVISION ENGAGES IN THE DEVELOPMENT OF FINANCIAL INFORMATION TECHNOLOGY (IT) SYSTEMS, AS"
CQP,US16411Q1013,Cheniere Energy Partners,"MLP FORMED TO OWN AND OPERATE THE SABINE PASS LNG RECEIVING TERMINAL LOCATED IN WESTERN CAMERON PARISH, LA. TERMINALS AR E LOCATED ON THE SABINE PASS CHANNEL WITH TOTAL GASSIFICATIO N CAPACITY OF 4.0 BIL CU FT PER DAY AND LNG STORAGE CAPACITY OF 16.9 BIL CU FT. ENTIRE CAPACITY IS CONTRACTED TO TOTAL GA S AND POWER NORTH AMERICA (1 BCF), CHEVRON USA (1 BCF) AND S ABINE PASS LIQUEFACTION (2 BCF). CHENIERE ENERGY HAS 60% IND IRECT INTEREST IN COMPANY."
BNRX.DE,DE000A1DAHH0,Brenntag (Xet),"BRENNTAG AG IS A GERMANY-BASED COMPANY ACTIVE IN THE FIELD OF FULL-LINE CHEMICAL DISTRIBUTION. IT PROVIDES BUSINESS-TO-BUSINESS DISTRIBUTION SOLUTIONS FOR INDUSTRIAL AND SPECIALTY CHEMICALS. THE COMPANY PURCHASES AND STORES LARGE-SCALE QUANTITIES OF INDUSTRIAL AND SPECIALTY CHEMICALS AND REPACKAGES THEM INTO SMALLER QUANTITIES. IN ADDITION, THE COMPANY ALSO OFFERS SERVICES, INCLUDING DELIVERY, PRODUCT MIXING, BLENDING, REPACKAGING, INVENTORY MANAGEMENT AND DRUM RETURN HANDLING, AS WELL AS TECHNICAL AND LABORATORY SERVICES FOR SPECIALTY CHEMICALS. THE COMPANY OFFERS ITS PRODUCTS TO A RANGE OF MARKET INDUSTRIES, SUCH AS ADHESIVES, PAINTS, OIL & GAS, FOOD, WATER TREATMENT, PERSONAL CARE AND PHARMACEUTICALS. THE COMPANY OPERATES A NETWORK WITH MORE THAN 450 LOCATIONS IN EUROPE, NORTH AND LATIN AMERICA, AND IN THE ASIA PACIFIC REGION."
IHHH.MY,MYL5225OO007,Ihh Healthcare,"IHH HEALTHCARE BERHAD IS PRIVATE HEALTHCARE PROVIDER. IT OPERATES AN INTEGRATED HEALTHCARE BUSINESS AND RELATED SERVICES. ITS SEGMENTS INCLUDE HOSPITAL, HEALTHCARE, EDUCATION AND NON-HEALTHCARE. THE HOSPITAL SEGMENT INCLUDES ITS HOSPITALS OPERATED BY PARKWAY PANTAI LIMITED (PPL) AND ACIBADEM HOLDING. THE HEALTHCARE SEGMENT INCLUDES THE OPERATION OF MEDICAL CLINICS AND PROVISION OF PRIMARY HEALTHCARE SERVICES, OWNERSHIP AND MANAGEMENT OF RADIOLOGY CLINICS, PROVISION OF DIAGNOSTIC LABORATORY SERVICES AND PROVISION OF MANAGED CARE AND RELATED SERVICES. IN SEPTEMBER 2012, ITS SUBSIDIARY INCORPORATED SHANGHAI MAI KANG HOSPITAL INVESTMENT MANAGEMENT CO,. LTD. ON NOVEMBER 5, 2012, IT ACQUIRED TURUNCU GRUP SAGLIK HIZMETLERI DANISMANLIK INSAAT TICARET A.S. ON DECEMBER 14, 2012, ITS INDIRECT SUBSIDIARY, ACIBADEM SAGLIK HIZMETLERI VE TICARET A.S., ACQUIRED BLAB LABORATUVAR HIZMETLERI A.S. AS A SUBSIDIARY IN "
STEN.SG,SG1F60858221,Singapore Techs.Engr.,"SINGAPORE TECHNOLOGIES ENGINEERING LTD IS AN INVESTMENT HOLDING COMPANY. THE COMPANY IS ENGAGED IN THE PROVISION OF ENGINEERING AND RELATED SERVICES. AEROSPACE SEGMENT PROVIDES A SPECTRUM OF MAINTENANCE AND ENGINEERING SERVICES THAT INCLUDE AIRFRAME, ENGINE AND COMPONENT MAINTENANCE, REPAIR AND OVERHAUL; ENGINEERING DESIGN AND TECHNICAL SERVICES; AND AVIATION MATERIALS AND MANAGEMENT SERVICES,. ELECTRONICS SEGMENT DELIVERS SYSTEM SOLUTIONS TO GOVERNMENT, COMMERCIAL, DEFENCE, AND INDUSTRIAL CUSTOMERS WORLDWIDE. LAND SYSTEMS SEGMENT DELIVERS INTEGRATED LAND SYSTEMS AND SPECIALTY VEHICLES. MARINE SEGMENT PROVIDES BUILDING, REPAIR AND CONVERSION SERVICES. IN JANUARY 2014, SINGAPORE TECHNOLOGIES ENGINEERING LTD COMPLETED ITS ACQUISITION OF MANUFACTURING ASSETS, INTELLECTUAL PROPERTY AND RELEVANT MANUFACTURING EXPERTISE FROM TICEL EQUIPAMENTOS LTDA. IN JANUARY 2014, SINGAPORE TECHNOLOGIES ENGINEERING CO"
AZJ.AU,AU000000AZJ1,Aurizon Holdings,"AURIZON HOLDINGS LIMITED, FORMERLY QR NATIONAL LIMITED, IS A RAIL FREIGHT OPERATOR. IT OWNS AND OPERATES A COAL NETWORK MADE UP OF 2,670 KILOMETERS OF HEAVY HAUL RAIL INFRASTRUCTURE. IT PROVIDES SPECIALIST SERVICES IN RAIL DESIGN, ENGINEERING, CONSTRUCTION, MANAGEMENT AND MAINTENANCE, AND OFFERS SUPPLY CHAIN SOLUTIONS TO A RANGE OF CUSTOMERS IN AUSTRALIA. ITS BUSINESS COMPRISES THREE PRODUCT LINES. COAL BUSINESS INCLUDES TRANSPORT OF COAL FROM MINES IN QUEENSLAND AND NEW SOUTH WALES TO END CUSTOMERS AND PORTS. FREIGHT BUSINESS INCLUDES TRANSPORT OF BULK MINERAL COMMODITIES, INCLUDING IRON ORE, AGRICULTURAL PRODUCTS, MINING AND INDUSTRIAL INPUTS AND GENERAL FREIGHT THROUGHOUT QUEENSLAND AND WESTERN AUSTRALIA. NETWORK SERVICES BUSINESS PROVIDES ACCESS TO, AND OPERATION AND MANAGEMENT OF THE CENTRAL QUEENSLAND COAL NETWORK. IN JANUARY 2014 THE COMPANY ANNOUNCED THAT NATIONAL AUSTRALIA BANK LIMITED AN"
JAPL.JP,JP3705200008,Japan Airlines,"JAPAN AIRLINES CO., LTD. IS A JAPAN-BASED AIRLINE COMPANY PRIMARILY ENGAGED IN THE PROVISION OF TRANSPORTATION SERVICES. THE COMPANY HAS TWO BUSINESS SEGMENTS. THROUGH ITS CONSOLIDATED SUBSIDIARIES AND ASSOCIATED COMPANY, THE PASSENGER TRANSPORTATION SEGMENT IS ENGAGED IN THE PASSENGER TRANSPORTATION BUSINESS. THE OTHERS SEGMENT INVOLVES IN THE PROVISION OF AIRPORT PASSENGER SERVICES, GROUND HANDLING SERVICES, THE MAINTENANCE OF AIRCRAFTS, ENGINES AND OTHER AIRCRAFT PARTS, THE HANDLING OF CARGOES AND MAILS, THE PREPARING OF IN-FLIGHT MEAL, THE BAGGAGE DELIVERY, THE REFUELING, AS WELL AS THE RESERVATION BY PHONE GUIDE, AMONG OTHERS."
WF,US9810631005,Woori Finance Hldgs Ads,"KOREAN HOLDING COMPANY FOR WOORI BANK AND OTHER SUBSIDIARIES OPERATING THROUGH 1,308 BRANCHES NATIONWIDE. SUBSIDIARIES P ROVIDE COMMERCIAL/INTL BANKING, BROKERAGE, ASSET MANAGEMENT, BANCASSURANCE, AND CAPITAL MARKET SERVICES. 2012 LOAN PORTFOLIO IN %: DOMESTIC CORPORATE 59; DOMESTIC CONSUMER 36; FOR EIGN CORPORATE/CONSUMER 3; AND DOMESTIC CREDIT CARD 2. AS OF 12/12, TOTAL ASSETS STOOD AT 325.7 TRIL WON ($306.3 BIL), U P 4% IN WON TERMS FROM 12/11."
BEAA.HK,HK0023000190,Bank Of East Asia,"THE BANK OF EAST ASIA, LIMITED (BEA), ALONG WITH ITS SUBSIDIARIES, IS ENGAGED IN THE PROVISION OF BANKING AND RELATED FINANCIAL SERVICES, AND BUSINESS, CORPORATE AND INVESTOR SERVICES. BEA OPERATES MORE THAN 220 OUTLETS WORLDWIDE, INCLUDING MORE THAN 110 OUTLETS IN MAINLAND CHINA. IT ALSO OPERATES 88 BRANCHES THROUGHOUT HONG KONG. BEA DELIVERS COMMERCIAL AND RETAIL BANKING, FINANCIAL AND INSURANCE SERVICES THROUGH ITS NINE BUSINESS SEGMENTS: PERSONAL BANKING, CORPORATE BANKING, TREASURY MARKETS, WEALTH MANAGEMENT, FINANCIAL INSTITUTIONS, OTHER HONG KONG BANKING OPERATIONS, CHINA OPERATIONS, OVERSEAS OPERATIONS AND CORPORATE SERVICES. ITS PRODUCTS AND SERVICES INCLUDE SYNDICATION LOANS, TRADE FINANCE, DEPOSIT-TAKING, FOREIGN CURRENCY SAVINGS, REMITTANCES, MORTGAGE LOANS, CONSUMER LOANS, CREDIT CARDS, CYBERBANKING, RETAIL INVESTMENT AND WEALTH MANAGEMENT SERVICES, PRIVATE BANKING, FOREIGN EXCHANGE M"
PLL,US6964293079,Pall Corp,"DEVELOPS BROAD-BASED FILTRATION, SEPARATION AND PURIFICATION TECHNOLOGIES FOR THE REMOVAL OF CONTAMINANTS. PROPRIETARY P RODUCTS ARE USED TO PRODUCE DRUGS AND VACCINES, MANUFACTURIN G PROCESSES, SAFE DRINKING WATER, AND TO PROTECT CRITICAL CARE HOSPITAL PATIENTS. 2012-13 REVENUES BY SEGMENT IN %: IND USTRIAL 51; AND LIFE SCIENCES 49. REVENUES BY AREA IN %: EUR OPE 39; AMERICAS 32; AND ASIA 29."
CIX.CA,CA1254911003,Ci Financial,"CI FINANCIAL CORP. (CI) IS A DIVERSIFIED WEALTH MANAGEMENT AND INVESTMENT FUND COMPANY. THE PRINCIPAL BUSINESS OF CI IS THE MANAGEMENT, MARKETING, DISTRIBUTION AND ADMINISTRATION OF MUTUAL FUNDS, SEGREGATED FUNDS, STRUCTURED PRODUCTS AND OTHER FEE-EARNING INVESTMENT PRODUCTS FOR CANADIAN INVESTORS. THEY ARE DISTRIBUTED PRIMARILY THROUGH BROKERS, INDEPENDENT FINANCIAL PLANNERS AND INSURANCE ADVISORS, INCLUDING ASSANTE CAPITAL MANAGEMENT LTD. (ACM) AND ASSANTE FINANCIAL MANAGEMENT LTD. (AFM) FINANCIAL ADVISORS. CI OPERATES THROUGH TWO BUSINESS SEGMENTS: ASSET MANAGEMENT AND ASSET ADMINISTRATION. THE ASSET MANAGEMENT SEGMENT PROVIDES THE MANAGEMENT OF SEVERAL FAMILIES OF MUTUAL, SEGREGATED, POOLED AND CLOSED-END FUNDS, STRUCTURED PRODUCTS AND DISCRETIONARY ACCOUNTS. THE ASSET ADMINISTRATION SEGMENT IS ENGAGED IN THE SALE OF MUTUAL FUNDS AND OTHER FINANCIAL PRODUCTS."
NMR.IN,INE584A01023,Nmdc,"NMDC LIMITED (NMDC) IS AN INDIA-BASED IRON ORE PRODUCER AND EXPORTER. THE COMPANY OPERATES IN TWO BUSINESS SEGMENTS: IRON ORE AND OTHER MINERALS AND SERVICES. THE COMPANY IS ENGAGED IN THE EXPLORATION OF A RANGE OF MINERALS INCLUDING IRON ORE, COPPER, ROCK PHOSPHATE, LIME STONE, DOLOMITE, GYPSUM, BENTONITE, MAGNESITE, DIAMOND, TIN, TUNGSTEN, GRAPHITE, AND BEACH SANDS. AS OF MARCH 31, 2012, IT PRODUCED ABOUT 30 MILLION TONS OF IRON ORE FROM THREE FULLY MECHANIZED MINES, WHICH INCLUDE BAILADILA DEPOSIT-14/11C, BAILADILA DEPOSIT-5, 10/11A (CHHATTISGARH STATE) AND DONIMALAI IRON ORE MINES (KARNATAKA STATE). AS OF MARCH 31, 2012, NMDC SUPPLIED 269.16 LAKH TONS OF IRON ORE TO DOMESTIC INDUSTRIES AND HAD EXPORTED 3.85 LAKH TONS OF IRON ORE. ITS SPONGE IRON PRODUCTION WAS AT 37,260 TONS AND ITS DIAMOND PRODUCTION WAS 18043.44 CARATS DURING THE YEAR FISCAL ENDED MARCH 31,2012. ON DECEMBER 12, 2011, THE COM"
WEC,US9766571064,Wisconsin Energy Corp,"PROVIDES UTILITY SERVICES TO 1.12 MIL ELECTRIC AND 1.07 MIL GAS CUSTOMERS IN WISCONSIN AND MICHIGAN. ALSO PROVIDES STEAM TO 460 CUSTOMERS. AS OF 12/12, OWNED 268 PLANTS WITH 5,987 MW GENERATING CAPACITY, 21,551 POLE-MILES OF OVERHEAD LINES, 23,912 MILES OF UNDERGROUND CABLES, 350 DISTRIBUTION SUBSTAT IONS, 289,826 LINE TRANSFORMERS, 20,553 MILES OF GAS DISTRIB UTION/TRANSMISSION MAINS. 2012 REVENUES BY SEGMENT IN %: UTI LITY 91; AND NON-UTILITY 9."
PFF,US4642886877,Ishares U S Pfd Stk,"EXCHANGE-TRADED FUND SEEKING PERFORMANCE CORRESPONDING TO TH E S&P'S U.S. PREFERRED STOCK INDEX. BLACKROCK FUND ADVISORS ACTS AS THE FUND'S INVESTMENT ADVISOR. AS OF 06/13, INVESTME NTS BY SECTOR IN %: DIVERSIFIED FINANCIALS 36; BANKS 26; REAL ESTATE 12; INSURANCE 9; UTILITIES 5; AUTOMOBILES AND COMP ONENTS 3; TELECOMMUNICATION SERVICES 2; MATERIALS 2; AND OTH ER 5. 2012-13 PORTFOLIO TURNOVER RATE WAS 32% VS 16% IN 2011 -12."
BBY,US0865161014,Best Buy Co Inc,"OPERATES/LEASES 1,983 CONSUMER ELECTRONIC STORES WORLDWIDE W ITH PLANS TO OPEN LIMITED NUMBER IN 2013-14. STORES OFFER E LECTRONICS, OFFICE PRODUCTS, COMPUTER SUPPORT, AUDIO/VIDEO I TEMS, AND OTHERS. OPERATES UNDER VARIOUS STORE NAMES. 2012-- 13 REVENUES BY SEGMENT IN %: COMPUTING/MOBILE PHONES 48; CON SUMER ELECTRONICS 29; ENTERTAINMENT 8; APPLIANCES 7; SERVICE S 6; AND OTHER 2. REVENUES BY AREA IN %: U.S. 74; CANADA 11; EUROPE 11; AND CHINA/OTHER 4."
VAL.FR,FR0000130338,Valeo,"VALEO SA IS A FRANCE-BASED INDUSTRIAL COMPANY FOCUSED ON THE DESIGN, PRODUCTION AND SALE OF COMPONENTS, INTEGRATED SYSTEMS AND MODULES FOR THE AUTOMOTIVE INDUSTRY. THE COMPANY HAS FOUR BUSINESS GROUPS: COMFORT AND DRIVING ASSISTANCE SYSTEMS, POWERTRAIN SYSTEMS, THERMAL SYSTEMS AND VISIBILITY SYSTEMS. FOR REPLACEMENT PARTS AND SERVICES, VALEO SA SUPPLIES THE ORIGINAL EQUIPMENT SPARES (OES) AND INDEPENDENT AFTERMARKET (IAM) THROUGH ITS DEDICATED VALEO SERVICE ORGANIZATION, WHICH COOPERATES WITH THE BUSINESS GROUPS. THE COMPANY OPERATES VARIOUS SUBSIDIARIES, INCLUDING VALEO INTERNATIONAL HOLDING, VALEO SYSTEMES THERMIQUES, VALEO SYSTEMES DE CONTROLE MOTEUR, VALEO EMBRAYAGES, VALEO MATERIAUX DE FRICTION, VALEO VISION, VALEO SERVICE BENELUX B.V, VALEO OTOMOTIV SISTEMLERI ENDUSTRISI A.S., AMONG OTHERS. IN MAY, 2013, IT HAS COMPLETED THE SALE OF ITS MECANISMES D'ACCES BUSINESS TO JAPANESE GROUP U-SHIN LT"
JBHT,US4456581077,Hunt J B Trans Svcs Inc,"PROVIDES TRANSPORTATION OF FULL TRUCKLOAD CONTAINERIZED FREI GHT IN THE U.S., CANADA AND MEXICO THROUGH A FLEET OF 9,160 TRUCKS AND TRACTORS, AND 81,364 TRAILERS AND CONTAINERS. 201 2 REVENUES BY SEGMENT IN %: INTERMODAL 60; DEDICATED CONTRACT SERVICES 21; FULL-LOAD DRY-VAN 10; AND INTEGRATED CAPACIT Y SOLUTIONS 9. TOP TEN CUSTOMERS ACCOUNTED FOR 30% OF REVENU ES WITH NO INDIVIDUAL CUSTOMER ACCOUNTING FOR MORE THAN 10% OF REVENUES."
PETS.MY,MYL5681OO001,Petronas Dagangan,"PETRONAS DAGANGAN BERHAD (PDB) IS A PROVIDER OF PETROLEUM PRODUCTS IN MALAYSIA. THE COMPANY OPERATES IN THREE SEGMENTS: RETAIL SEGMENT, COMMERCIAL SEGMENT AND OTHER SEGMENT. IF OFFERS A RANGE OF PRODUCTS AND SERVICES IN ALL ITS FOUR CORE BUSINESSES OF RETAIL, COMMERCIAL, LIQUEFIED PETROLEUM GAS (LPG) AND LUBRICANTS. THE COMPANY OFFERS A RANGE OF PETROLEUM PRODUCTS, INCLUDING MOTOR GASOLINE, AVIATION FUEL, KEROSENE, DIESEL, FUEL OIL, LPG CYLINDERS AND ASPHALT. THE RETAIL BUSINESS DIVISION (RETAIL) IS RESPONSIBLE FOR THE MARKETING AND DISTRIBUTION OF PETROLEUM PRODUCTS TO THE CONSUMER MARKET THROUGH ITS NETWORK OF OVER 973 PETRONAS SERVICE STATIONS. ON MAY 30, 2012, THE COMPANY INCORPORATED PDB (NETHERLANDS) B.V. ON SEPTEMBER 5, 2012, IT ACQUIRED PETRONAS AVIATION SDN BHD. ON NOVEMBER 8, 2012, THE COMPANY ACQUIRED PETRONAS INTERNATIONAL MARKETING (THAILAND) CO. LTD. ON DECEMBER 31, 2012, THE COMPANY"
WN.CA,CA9611485090,Weston George,"GEORGE WESTON LIMITED (GWL) IS A CANADA-BASED COMPANY ENGAGED FOOD PROCESSING AND DISTRIBUTION. THE COMPANY HAS TWO OPERATING SEGMENTS: LOBLAW AND WESTON FOODS. THE COMPANY ALSO HOLDS CASH AND SHORT TERM INVESTMENTS. THE LOBLAW OPERATING SEGMENT, WHICH IS OPERATED BY LOBLAW COMPANIES LIMITED AND ITS SUBSIDIARIES, IS CANADA'S FOOD RETAILER AND A PROVIDER OF DRUGSTORE, GENERAL MERCHANDISE AND FINANCIAL PRODUCTS AND SERVICES. THE WESTON FOODS OPERATING SEGMENT IS A FRESH AND FROZEN BAKING COMPANY IN CANADA AND OPERATES A FROZEN BAKING MANUFACTURING BUSINESS IN THE UNITED STATES AND A NORTH AMERICAN BISCUIT MANUFACTURING BUSINESS."
BOSX.DE,DE000A1PHFF7,Boss (Hugo) (Xet),"HUGO BOSS AG IS A GERMANY-BASED MANUFACTURER OF CLOTHING FOR THE INTERNATIONAL FASHION MARKET. THE COMPANY IS REPRESENTED BY TWO CORE BRANDS: BOSS AND HUGO. THE COMPANY'S CORE BRAND, BOSS INCLUDES SUCH COLLECTIONS AS BOSS BLACK, PROVIDING BUSINESS ENSEMBLES, CASUAL SPORTS CLOTHING AND EVENING WEAR FOR MEN AND WOMEN; BOSS SELECTION, OFFERING LUXURY MENSWEAR, ACCESSORIES AND SPORTSWEAR ; BOSS ORANGE, OFFERING CASUAL, VIBRANT COLORS FASHION FOR MEN AND WOMEN; AND BOSS GREEN, A FASHION-ORIENTED COLLECTION OF MENSWEAR WHICH ALSO OFFERS ACCESSORIES. THE HUGO BRAND PROVIDES UNCONVENTIONAL AND AVANT-GARDE FASHION FOR MEN AND WOMEN. IT ALSO OFFERS SHOES AND LEATHER ACCESSORIES, AS WELL AS FRAGRANCES, COSMETICS, WATCHES AND EYEWEAR."
WU,US9598021098,Western Union Co,"PROVIDES MONEY TRANSFER AND PAYMENT TRANSACTIONS VIA 510,000 AGENT LOCATIONS IN MORE THAN 200 COUNTRIES AND TERRITORIES. ALSO PROVIDES BILL PAY AND MONEY ORDER PURCHASING. BRANDS I NCLUDE WESTERN UNION, ORLANDI VALUTASM, VIGO, SPEEDPAY, EQUITY ACCELERATOR, PAGO F CIL, QUICK COLLECT, QUICK PAY AND QU ICK CASH. 2012 REVENUES BY SEGMENT %: TRANSACTION FEES 74; F OREIGN EXCHANGE 24; AND OTHER 2. REVENUES BY AREA IN %: INTE RNATIONAL 72; AND U.S. 28."
NWL,US6512291062,Newell Rubbermaid Inc,"MANUFACTURES HOUSEHOLD HARDWARE, COOKWARE AND OFFICE GOODS S OLD TO VOLUME RETAILERS AND WHOLESALE DISTRIBUTORS. BRANDS I NCLUDE RUBBERMAID, SHARPIE, GRACO, APRICA, LEVOLOR AND PAPER MATE. 2012 REVENUES BY SEGMENT IN %: HOME/FAMILY 40; WRITING/SPECIALTY 33; AND TOOLS/COMMERCIAL PRODUCTS 27. REVENUES BY REGION IN %: U.S. 68; EUROPE/MIDDLE EAST/AFRICA 12; ASIA PACIFIC 8; CANADA 6; AND LATIN AMERICA 6. WAL-MART ACCOUNTED FOR 11% OF REVENUES."
